concept_id,cui,name,semantic_types,atom_url,relations_url
426300009,C1960445,Tachycardia-induced cardiomyopathy,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1960445/atoms,
365760004,C0428289,Finding of potassium level,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0428289/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0428289/relations
386619000,C0012169,Low sodium diet,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0012169/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0012169/relations
708255002,C1708063,First line treatment,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1708063/atoms,
10678711000119102,C2184250,Localized swelling of left lower leg,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2184250/atoms,
443493003,C0860594,"Malignant melanoma, metastatic",Neoplastic Process,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0860594/atoms,
234262008,C0193867,Excision of axillary lymph nodes group,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0193867/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0193867/relations
76334006,C0021083,Immunotherapy,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0021083/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0021083/relations
13200003,C0030920,Peptic Ulcer,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030920/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030920/relations
444827008,C0041834,Erythema,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0041834/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0041834/relations
95322002,C0521464,Edematous skin,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0521464/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0521464/relations
767173003,C4707971,Structure of left femoral vein,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4707971/atoms,
397363009,C1275667,Common femoral vein,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1275667/atoms,
767174009,C4707972,Structure of right femoral vein,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4707972/atoms,
272580008,C0444391,Semi-recumbent position,Spatial Concept,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0444391/atoms,
274664007,C0423729,Chest pain on breathing,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0423729/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0423729/relations
285355007,C0563247,Blood blister,Acquired Abnormality,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0563247/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0563247/relations
72768000,C0332477,Erythematous plaque,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0332477/atoms,
2142002,C0334424,Nodular melanoma,Neoplastic Process,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0334424/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0334424/relations
395716005,C1272669,Lymphatic (small vessel) invasion by tumor absent,Laboratory or Test Result,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1272669/atoms,
370051000,C1269954,Perineural invasion by tumor absent,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1269954/atoms,
787439005,C5192703,Wide excision,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5192703/atoms,
396487001,C0796693,Sentinel Lymph Node Biopsy,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0796693/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0796693/relations
15425007,C0230198,Serous layer of peritoneum,Tissue,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230198/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230198/relations
94243009,C0686377,CNS metastases,Neoplastic Process,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0686377/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0686377/relations
10680591000119107,C4758555,Nodule of skin of left upper limb,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4758555/atoms,
447096000,C1963746,Hematoma of abdominal wall,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1963746/atoms,
110465008,C0008976,Clinical Trials,Research Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0008976/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0008976/relations
863927004,C0877359,Liver function test above reference range,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0877359/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0877359/relations
160592001,C0560219,Alcohol intake above recommended sensible limits,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0560219/atoms,
443798008,C2732336,Inflammation of joint of shoulder region,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2732336/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2732336/relations
718539004,C0851122,Rotator Cuff Injuries,Injury or Poisoning,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0851122/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0851122/relations
8079007,C0034518,Structure of radial nerve,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034518/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034518/relations
44695005,C0553727,Muscular paralysis,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0553727/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0553727/relations
82971005,C0518456,Impaired mobility,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0518456/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0518456/relations
247453004,C0423779,Discharge from skin ulcer,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0423779/atoms,
422840005,C0742078,Mass lesion of brain,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0742078/atoms,
166626008,C0428334,Serum alkaline phosphatase within reference range,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0428334/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0428334/relations
870387009,C4733472,Immune checkpoint inhibitor therapy,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4733472/atoms,
108365000,C0037278,"Skin Diseases, Infectious",Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0037278/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0037278/relations
95880003,C0149778,Soft Tissue Infection,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149778/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149778/relations
274667000,C0236000,Jaw pain,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0236000/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0236000/relations
304534000,C0010399,Crying,Individual Behavior,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0010399/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0010399/relations
23056005,C0036396,Sciatica,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0036396/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0036396/relations
300895004,C0700031,Anxiety attack,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0700031/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0700031/relations
443682009,C2732325,Total replacement of right knee joint,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2732325/atoms,
62378004,C0228815,Cervical spinal nerve,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0228815/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0228815/relations
52433000,C0226038,Structure of proximal portion of circumflex branch of left coronary artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226038/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226038/relations
6511003,C0226039,Structure of distal portion of circumflex branch of left coronary artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226039/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226039/relations
43026009,C0333186,Restenosis,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0333186/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0333186/relations
868227005,C5396565,Coronary artery bypass grafting using radial artery graft,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5396565/atoms,
41796003,C0332853,Anastomosis,Acquired Abnormality,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0332853/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0332853/relations
448094004,C3164222,Venous access patent,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3164222/atoms,
165027008,C0438188,Lung volume test normal,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0438188/atoms,
371807002,C0741026,Atypical angina,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0741026/atoms,
128294001,C1290886,Chronic inflammatory disorder,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1290886/atoms,
32911000,C0237154,Homelessness,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0237154/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0237154/relations
167609007,C0474583,Feces color: green,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0474583/atoms,
38276004,C0231217,Multiple symptoms,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0231217/atoms,
13601005,C0030477,Paranoid Personality Disorder,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030477/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030477/relations
1539003,C3887597,Acquired trigger finger,Acquired Abnormality,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3887597/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3887597/relations
386138005,C1272587,Stented coronary artery (finding),Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1272587/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1272587/relations
409966000,C0740441,Acute diarrhea,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0740441/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0740441/relations
243221009,C0034997,Rehydration,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034997/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034997/relations
38226001,C0301572,Bland diet,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0301572/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0301572/relations
300381009,C0577103,Frequent defecation,Organ or Tissue Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0577103/atoms,
78420004,C0042708,Viral enteritis,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042708/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042708/relations
445319001,C2919763,Insertion of vagal nerve stimulator,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2919763/atoms,
61372001,C0001807,Aggressive behavior,Individual Behavior,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0001807/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0001807/relations
277843001,C5886745,Problem Behavior,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5886745/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5886745/relations
32834005,C0234431,Brief loss of consciousness,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0234431/atoms,
23406007,C0178316,Fracture of upper limb,Injury or Poisoning,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0178316/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0178316/relations
95851007,C0029184,Orbital Fractures,Injury or Poisoning,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0029184/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0029184/relations
20885004,C0197029,Repair of orbit proper,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0197029/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0197029/relations
12184005,C3887875,Visual field defects,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3887875/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3887875/relations
87970004,C0027516,Near Drowning,Injury or Poisoning,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0027516/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0027516/relations
397117006,C0337308,Amputation of lower limb,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0337308/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0337308/relations
118940003,C0027765,nervous system disorder,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0027765/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0027765/relations
842009,C0009789,Consanguinity (genetic finding),Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0009789/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0009789/relations
86684002,C0231837,Slow respiration,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0231837/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0231837/relations
816116009,C5230874,Amputated left lower limb below knee,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5230874/atoms,
32962002,C0202840,CT of abdomen with contrast,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0202840/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0202840/relations
125285008,C1265782,Multiple diverticula,Anatomical Abnormality,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1265782/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1265782/relations
28626004,C0268842,Colovesical Fistula,Anatomical Abnormality,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0268842/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0268842/relations
31758001,C0234543,Post-ictal state,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0234543/atoms,
266071000,C0178238,Intestinal infectious disease (disorder),Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0178238/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0178238/relations
789709006,C0030548,"Parenteral Nutrition, Total",Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030548/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030548/relations
301179007,C0577866,Difficult venous access,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0577866/atoms,
10888001,C0301571,Liquid diet,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0301571/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0301571/relations
305773008,C0583666,Seen by hospital-based dietitian,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0583666/atoms,
444658006,C2919575,Nonsustained Ventricular Tachycardia,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2919575/atoms,
186431008,C0343386,Clostridium difficile infection,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0343386/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0343386/relations
3041000,C0192484,Repair of stomach,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0192484/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0192484/relations
275230005,C0554042,Repair of duodenum,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0554042/atoms,
6025007,C0372525,Laparoscopic appendectomy,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0372525/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0372525/relations
21306003,C0022378,Jejunum,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0022378/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0022378/relations
35346007,C0230254,Structure of transverse mesocolon,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230254/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230254/relations
71641006,C1261087,Structure of suspensory muscle of duodenum,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1261087/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1261087/relations
359603000,C5886771,Repair of jejunostomy,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5886771/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5886771/relations
1268765001,C3171713,Vascular structure of left kidney,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3171713/atoms,
73994005,C0184893,Emergency operation,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0184893/atoms,
429377005,C1997150,Excision of lamina of lumbar vertebra,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1997150/atoms,
63332003,C0150618,History and physical examination,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0150618/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0150618/relations
191736004,C0028768,Obsessive-Compulsive Disorder,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0028768/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0028768/relations
709504001,C0582026,Fusion of thoracic spine,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0582026/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0582026/relations
65935005,C0194503,Repair of stress incontinence by suprapubic sling,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0194503/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0194503/relations
82035006,C0521210,Resection of polyp,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0521210/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0521210/relations
95320005,C0037274,Dermatologic disorders,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0037274/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0037274/relations
122496007,C3887615,Lumbar spine structure,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3887615/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3887615/relations
244023005,C0392338,Cutaneous Receptive Fields,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0392338/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0392338/relations
413532003,C0948824,Anemia due to blood loss,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0948824/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0948824/relations
282967005,C0728713,Does sit,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0728713/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0728713/relations
91939003,C0038757,Allergy to sulfonamide,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0038757/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0038757/relations
294532003,C0571444,Allergy to cephalosporin,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0571444/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0571444/relations
294471003,C0571384,Allergy to clarithromycin,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0571384/atoms,
173747005,C0399846,Connection of stomach to transposed jejunum,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0399846/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0399846/relations
16453004,C0192398,Operation on stomach,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0192398/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0192398/relations
83911000119104,C0028756,Morbid obesity,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0028756/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0028756/relations
301331008,C0578022,Finding of body mass index,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0578022/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0578022/relations
388970003,C1293852,Weight maintenance consultation,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1293852/atoms,
160660005,C0425406,Patient-initiated diet,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0425406/atoms,
388962008,C0920298,Weight maintenance regimen,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0920298/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0920298/relations
289256000,C0566687,Mother delivered,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0566687/atoms,
224994002,C0000765,Excessive body weight gain,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0000765/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0000765/relations
267023007,C0020505,Hyperphagia,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0020505/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0020505/relations
162551004,C0425410,Irregular meal times,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0425410/atoms,
40979000,C0277807,Lack of physical exercise,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0277807/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0277807/relations
72366004,C0013473,Eating Disorders,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013473/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013473/relations
78004001,C2267227,Bulimia Nervosa,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2267227/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2267227/relations
280985006,C0349769,Abuse of diuretics,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0349769/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0349769/relations
280982009,C0149720,Abuse of laxatives,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149720/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149720/relations
1162387003,C5551396,Binge eating behavior,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5551396/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5551396/relations
166848004,C0813230,Serum triglycerides increased,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0813230/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0813230/relations
67198005,C0030590,Paroxysmal supraventricular tachycardia,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030590/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030590/relations
40055000,C0149516,Chronic sinusitis,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149516/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149516/relations
105377009,C0412534,Ultrasonography of liver,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0412534/atoms,
77543007,C0520483,Tubal Ligation,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0520483/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0520483/relations
16462121000119108,C4545656,"CT angiography of thorax, abdomen and pelvis with contrast",Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4545656/atoms,
396285007,C0006285,Bronchopneumonia,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0006285/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0006285/relations
236085004,C0341562,Digestive System Anastomotic Leakage,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0341562/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0341562/relations
398228004,C1301897,Anesthesia consultation,Health Care Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1301897/atoms,
